IUCN_ID_NO,LPI,CommonName,ScientificName,BinomialName,RedListCategory,Area_km2,Clip_area_km2,Proportion_CAN,Range_CAN
22720359,Y,Pine Siskin,Spinus pinus,Spinus_pinus,Least Concern,14061500.16,4823847.477,0.343054,34.305354
22720407,Y,American Goldfinch,Spinus tristis,Spinus_tristis,Least Concern,10571096.06,2326248.174,0.220057,22.005742
22720482,Y,Grey-crowned Rosy-Finch,Leucosticte tephrocotis,Leucosticte_tephrocotis,Least Concern,4225620.604,1222192.888,0.289234,28.923394
22720553,Y,Purple Finch,Haemorhous purpureus,Haemorhous_purpureus,Least Concern,7952948.289,3437804.783,0.432268,43.226797
22720560,Y,Cassin's Finch,Haemorhous cassinii,Haemorhous_cassinii,Least Concern,2814099.626,167060.5048,0.059366,5.936553
22720563,Y,House Finch,Haemorhous mexicanus,Haemorhous_mexicanus,Least Concern,10299807.66,1063776.449,0.103281,10.32812
22720625,Y,Pine Grosbeak,Pinicola enucleator,Pinicola_enucleator,Least Concern,24283511.96,6683965.09,0.275247,27.524705
22720646,Y,Red Crossbill,Loxia curvirostra,Loxia_curvirostra,Least Concern,29575474.14,4211327.268,0.142393,14.239255
22720702,Y,Evening Grosbeak,Hesperiphona vespertina,Hesperiphona_vespertina,Vulnerable,9648527.173,2616576.524,0.271189,27.118922
22721033,Y,Lapland Longspur,Calcarius lapponicus,Calcarius_lapponicus,Least Concern,27580963.32,9371451.635,0.33978,33.977971
22721037,Y,Smith's Longspur,Calcarius pictus,Calcarius_pictus,Least Concern,6038368.874,3983917.711,0.659767,65.97672
22721040,Y,Chestnut-collared Longspur,Calcarius ornatus,Calcarius_ornatus,Vulnerable,3251941.616,263268.0179,0.080957,8.095718
22721043,Y,Snow Bunting,Plectrophenax nivalis,Plectrophenax_nivalis,Least Concern,29204123.67,9723941.223,0.332965,33.296466
22721049,Y,Lark Bunting,Calamospiza melanocorys,Calamospiza_melanocorys,Least Concern,3695834.932,272234.5489,0.07366,7.365982
22721058,Y,Song Sparrow,Melospiza melodia,Melospiza_melodia,Least Concern,13004353.87,4535008.889,0.34873,34.873004
22721064,Y,Lincoln's Sparrow,Melospiza lincolnii,Melospiza_lincolnii,Least Concern,16097608.89,6322595.923,0.392766,39.276615
22721070,Y,Swamp Sparrow,Melospiza georgiana,Melospiza_georgiana,Least Concern,10367991.42,4453853.267,0.429577,42.957725
22721082,Y,Harris's Sparrow,Zonotrichia querula,Zonotrichia_querula,Near Threatened,6148467.219,3679560.371,0.598452,59.845165
22721085,Y,White-throated Sparrow,Zonotrichia albicollis,Zonotrichia_albicollis,Least Concern,11733055.1,5377704.848,0.458338,45.833799
22721088,Y,White-crowned Sparrow,Zonotrichia leucophrys,Zonotrichia_leucophrys,Least Concern,17967440.74,7852720.206,0.437053,43.70528
22721091,Y,Golden-crowned Sparrow,Zonotrichia atricapilla,Zonotrichia_atricapilla,Least Concern,2344369.39,910241.7608,0.388267,38.826721
22721097,Y,Dark-eyed Junco,Junco hyemalis,Junco_hyemalis,Least Concern,16176952.48,6773878.992,0.418736,41.873641
22721135,Y,Le Conte's Sparrow,Ammospiza leconteii,Ammospiza_leconteii,Least Concern,5593479.102,2443780.92,0.436898,43.689819
22721138,Y,Henslow's Sparrow,Passerculus henslowii,Passerculus_henslowii,Least Concern,2912785.265,12028.34618,0.004129,0.41295
22721141,Y,Baird's Sparrow,Passerculus bairdii,Passerculus_bairdii,Least Concern,2235147.683,388753.3392,0.173927,17.392736
22721144,Y,Grasshopper Sparrow,Ammodramus savannarum,Ammodramus_savannarum,Least Concern,7888213.628,438748.2175,0.055621,5.562073
22721159,Y,American Tree Sparrow,Passerella arborea,Passerella_arborea,Least Concern,14358240.76,7658066.305,0.533357,53.335687
22721162,Y,Chipping Sparrow,Spizella passerina,Spizella_passerina,Least Concern,14987719.59,5236416.193,0.34938,34.938045
22721165,Y,Clay-colored Sparrow,Spizella pallida,Spizella_pallida,Least Concern,7310678.121,2223779.995,0.304182,30.418245
22721179,Y,Field Sparrow,Spizella pusilla,Spizella_pusilla,Least Concern,4745153.932,162568.726,0.03426,3.425995
22721188,Y,Vesper Sparrow,Pooecetes gramineus,Pooecetes_gramineus,Least Concern,11093572.81,2162358.017,0.19492,19.491989
22721191,Y,Lark Sparrow,Chondestes grammacus,Chondestes_grammacus,Least Concern,7065684.156,197020.853,0.027884,2.788419
22721310,Y,Eastern Towhee,Pipilo erythrophthalmus,Pipilo_erythrophthalmus,Least Concern,3475565.342,266581.3098,0.076702,7.670157
22721610,Y,Blue-winged Warbler,Vermivora cyanoptera,Vermivora_cyanoptera,Least Concern,3546391.983,32965.18914,0.009295,0.929542
22721618,Y,Golden-winged Warbler,Vermivora chrysoptera,Vermivora_chrysoptera,Near Threatened,4555706.966,188379.2338,0.04135,4.135016
22721621,Y,Tennessee Warbler,Leiothlypis peregrina,Leiothlypis_peregrina,Least Concern,12154638.84,4918713.994,0.404678,40.467792
22721624,Y,Orange-crowned Warbler,Leiothlypis celata,Leiothlypis_celata,Least Concern,15777202.01,5601347.326,0.355028,35.502793
22721627,Y,Nashville Warbler,Leiothlypis ruficapilla,Leiothlypis_ruficapilla,Least Concern,10359549.7,1884665.235,0.181925,18.19254
22721639,Y,Northern Parula,Setophaga americana,Setophaga_americana,Least Concern,5430651.08,833332.0031,0.15345,15.344974
22721657,Y,American Yellow Warbler,Setophaga petechia,Setophaga_petechia,Least Concern,21088824.3,7004649.765,0.33215,33.214985
22721664,Y,Chestnut-sided Warbler,Setophaga pensylvanica,Setophaga_pensylvanica,Least Concern,7337522.439,1625818.174,0.221576,22.15759
22721667,Y,Magnolia Warbler,Setophaga magnolia,Setophaga_magnolia,Least Concern,8830371.305,3146406.677,0.356316,35.631646
22721670,Y,Cape May Warbler,Setophaga tigrina,Setophaga_tigrina,Least Concern,5707589.22,2552706.312,0.447248,44.724773
22721673,Y,Black-throated Blue Warbler,Setophaga caerulescens,Setophaga_caerulescens,Least Concern,2978095.093,688666.2156,0.231244,23.124386
22721679,Y,Black-throated Grey Warbler,Setophaga nigrescens,Setophaga_nigrescens,Least Concern,3560154.799,137179.1027,0.038532,3.853178
22721683,Y,Townsend's Warbler,Setophaga townsendi,Setophaga_townsendi,Least Concern,5311674.275,878102.188,0.165316,16.531552
22721689,Y,Black-throated Green Warbler,Setophaga virens,Setophaga_virens,Least Concern,8724824.219,2619347.098,0.300218,30.021775
22721695,Y,Blackburnian Warbler,Setophaga fusca,Setophaga_fusca,Least Concern,8746918.38,1393733.259,0.15934,15.933992
22721719,Y,Pine Warbler,Setophaga pinus,Setophaga_pinus,Least Concern,2274641.283,332206.173,0.146048,14.604772
22721731,Y,Palm Warbler,Setophaga palmarum,Setophaga_palmarum,Least Concern,7890463.26,3755072.33,0.4759,47.590011
22721734,Y,Bay-breasted Warbler,Setophaga castanea,Setophaga_castanea,Least Concern,8431093.797,2701496.786,0.320421,32.042068
22721737,Y,Blackpoll Warbler,Setophaga striata,Setophaga_striata,Near Threatened,16029117.28,6865007.505,0.428284,42.828357
22721740,Y,Cerulean Warbler,Setophaga cerulea,Setophaga_cerulea,Near Threatened,4658076.696,130907.8668,0.028103,2.810342
22721758,Y,Black-and-white Warbler,Mniotilta varia,Mniotilta_varia,Least Concern,12083979.39,3245992.801,0.26862,26.861952
22721762,Y,American Redstart,Setophaga ruticilla,Setophaga_ruticilla,Least Concern,15135588.1,3424849.443,0.226278,22.627792
22721765,Y,Prothonotary Warbler,Protonotaria citrea,Protonotaria_citrea,Least Concern,4050397.59,29049.01084,0.007172,0.717189
22721779,Y,Ovenbird,Seiurus aurocapilla,Seiurus_aurocapilla,Least Concern,8879420.315,2527667.658,0.284666,28.466584
22721793,Y,Northern Waterthrush,Parkesia noveboracensis,Parkesia_noveboracensis,Least Concern,17656004.95,6283874.991,0.355906,35.590582
22721818,Y,Connecticut Warbler,Oporornis agilis,Oporornis_agilis,Least Concern,6564965.062,1145955.028,0.174556,17.455615
22721824,Y,Mourning Warbler,Geothlypis philadelphia,Geothlypis_philadelphia,Least Concern,7175126.345,2082982.657,0.290306,29.030606
22721830,Y,MacGillivray's Warbler,Geothlypis tolmiei,Geothlypis_tolmiei,Least Concern,5856353.336,930050.0851,0.15881,15.881045
22721836,Y,Common Yellowthroat,Geothlypis trichas,Geothlypis_trichas,Least Concern,15148127.11,4697258.453,0.310088,31.00884
22721879,Y,Wilson's Warbler,Cardellina pusilla,Cardellina_pusilla,Least Concern,18217875.21,6839547.183,0.375431,37.543057
22721882,Y,Canada Warbler,Cardellina canadensis,Cardellina_canadensis,Least Concern,8722746.412,2357365.361,0.270255,27.025495
22722057,Y,Yellow-breasted Chat,Icteria virens,Icteria_virens,Least Concern,8894028.559,198502.6593,0.022319,2.231864
22722466,Y,Scarlet Tanager,Piranga olivacea,Piranga_olivacea,Least Concern,6579676.142,294515.7841,0.044761,4.476144
22722471,Y,Western Tanager,Piranga ludoviciana,Piranga_ludoviciana,Least Concern,7785820.956,2034700.012,0.261334,26.133404
22723813,Y,Rose-breasted Grosbeak,Pheucticus ludovicianus,Pheucticus_ludovicianus,Least Concern,9302313.558,1889020.234,0.20307,20.306994
22723816,Y,Black-headed Grosbeak,Pheucticus melanocephalus,Pheucticus_melanocephalus,Least Concern,5971471.946,295732.2347,0.049524,4.952418
22723819,Y,Northern Cardinal,Cardinalis cardinalis,Cardinalis_cardinalis,Least Concern,5834401.947,133906.1421,0.022951,2.295113
22723948,Y,Lazuli Bunting,Passerina amoena,Passerina_amoena,Least Concern,4666548.413,218279.4249,0.046775,4.677535
22723951,Y,Indigo Bunting,Passerina cyanea,Passerina_cyanea,Least Concern,7436062.075,530372.2942,0.071324,7.132435
22724126,Y,Baltimore Oriole,Icterus galbula,Icterus_galbula,Least Concern,7852438.257,1280916.332,0.163123,16.312339
22724169,Y,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Xanthocephalus_xanthocephalus,Least Concern,8088075.369,1457961.522,0.180261,18.026063
22724191,Y,Red-winged Blackbird,Agelaius phoeniceus,Agelaius_phoeniceus,Least Concern,14132518.43,4708296.021,0.333153,33.315336
22724256,Y,Western Meadowlark,Sturnella neglecta,Sturnella_neglecta,Least Concern,8667065.518,1269725.385,0.1465,14.650003
22724320,Y,Common Grackle,Quiscalus quiscula,Quiscalus_quiscula,Near Threatened,8475642.174,2934469.338,0.346224,34.622384
22724329,Y,Rusty Blackbird,Euphagus carolinus,Euphagus_carolinus,Vulnerable,12261476.7,6468283.945,0.527529,52.752895
22724332,Y,Brewer's Blackbird,Euphagus cyanocephalus,Euphagus_cyanocephalus,Least Concern,10214151.8,1902972.525,0.186307,18.630744
22724354,Y,Brown-headed Cowbird,Molothrus ater,Molothrus_ater,Least Concern,12432687.11,2981681.698,0.239826,23.982601
22724367,Y,Bobolink,Dolichonyx oryzivorus,Dolichonyx_oryzivorus,Least Concern,12536318.25,1292501.63,0.103101,10.310058
22725044,Y,Redpoll,Acanthis flammea,Acanthis_flammea,Least Concern,42233118.33,9311321.79,0.220474,22.047441
22725264,Y,Northern Band-tailed Pigeon,Patagioenas fasciata,Patagioenas_fasciata,Least Concern,2745492.518,102202.1735,0.037225,3.722544
22726404,Y,Yellow-shafted Flicker,Colaptes auratus,Colaptes_auratus,Least Concern,11444884.74,5493229.5,0.479972,47.997246
22727137,Y,Three-toed Woodpecker,Picoides tridactylus,Picoides_tridactylus,Least Concern,23484641.33,5854839.816,0.249305,24.930506
22727740,Y,Northern Harrier,Circus hudsonius,Circus_hudsonius,Least Concern,17820836.17,6108876.797,0.342794,34.279406
22727750,Y,Ruddy Duck,Oxyura jamaicensis,Oxyura_jamaicensis,Least Concern,12305387.62,2743901.772,0.222984,22.298377
22728182,Y,Green-backed Heron,Butorides striata,Butorides_striata,Least Concern,53955226.49,320517.0117,0.00594,0.594043
22728393,Y,Nelson's Sparrow,Ammospiza nelsoni,Ammospiza_nelsoni,Least Concern,2904547.738,1257864.735,0.433067,43.306733
22728467,Y,Bicknell's Thrush,Catharus bicknelli,Catharus_bicknelli,Vulnerable,49188.41208,28634.20505,0.582133,58.213315
22728944,Y,Two-barred Crossbill,Loxia leucoptera,Loxia_leucoptera,Least Concern,20419095.07,6717470.347,0.32898,32.897983
22728950,Y,Pelagic Cormorant,Phalacrocorax pelagicus,Phalacrocorax_pelagicus,Least Concern,6582214.645,120209.8547,0.018263,1.826283
22728956,Y,Northern Bobwhite,Colinus virginianus,Colinus_virginianus,Near Threatened,4364378.331,21218.97714,0.004862,0.486186
22729123,Y,Bullock's Oriole,Icterus bullockiorum,Icterus_bullockiorum,Least Concern,5157938.613,75676.72857,0.014672,1.467189
22729867,Y,Wilson's Snipe,Gallinago delicata,Gallinago_delicata,Least Concern,20532475.27,7222347.456,0.351752,35.17524
22729877,Y,Iceland Gull,Larus glaucoides,Larus_glaucoides,Least Concern,12839115.12,8315978.172,0.647706,64.770649
22732425,Y,Black Scoter,Melanitta americana,Melanitta_americana,Near Threatened,6239739.409,2095184.86,0.335781,33.578083
22733619,Y,Cackling Goose,Branta hutchinsii,Branta_hutchinsii,Least Concern,13859813.45,6385572.615,0.460726,46.072573
22734130,Y,Sharp-shinned Hawk,Accipiter striatus,Accipiter_striatus,Least Concern,21638188.25,5452324.362,0.251977,25.197694
22734194,Y,White-winged Scoter,Melanitta deglandi,Melanitta_deglandi,Least Concern,6915923.093,4769309.163,0.689613,68.961281
22734690,Y,Dusky Grouse,Dendragapus obscurus,Dendragapus_obscurus,Least Concern,1525896.956,939842.8384,0.615928,61.592812
22734695,Y,Sooty Grouse,Dendragapus fuliginosus,Dendragapus_fuliginosus,Least Concern,577347.0194,231075.2898,0.400236,40.02364
22734705,Y,Brewer's Sparrow,Spizella breweri,Spizella_breweri,Least Concern,5119337.37,821039.8088,0.16038,16.038009
22735122,Y,Warbling Vireo,Vireo gilvus,Vireo_gilvus,Least Concern,11637376.74,2629627.665,0.225964,22.596395
22735434,Y,Eastern Meadowlark,Sturnella magna,Sturnella_magna,Near Threatened,7869227.783,597927.4641,0.075983,7.598299
22736393,Y,Eastern Whip-poor-will,Antrostomus vociferus,Antrostomus_vociferus,Near Threatened,4881161.067,787361.2102,0.161306,16.130613
45354964,Y,Peregrine Falcon,Falco peregrinus,Falco_peregrinus,Least Concern,92354221.15,9071825.922,0.098229,9.82286
56003281,Y,Moose,Alces americanus,Alces_americanus,Least Concern,23095832.51,6131799.915,0.265494,26.549378
61204079,Y,Spruce Grouse,Falcipennis canadensis,Falcipennis_canadensis,Least Concern,6032589.491,5122409.111,0.849123,84.912277
61752071,Y,Great Horned Owl,Bubo virginianus,Bubo_virginianus,Least Concern,24425604.4,6591051.032,0.269842,26.984188
61791401,Y,Northern Pygmy-owl,Glaucidium californicum,Glaucidium_californicum,Least Concern,1898659.007,681172.3435,0.358765,35.876497
62015238,Y,Blackish Oystercatcher,Haematopus ater,Haematopus_ater,Least Concern,668198.5099,71196.76257,0.10655,10.655032
62030590,Y,Arctic Herring Gull,Larus smithsonianus,Larus_smithsonianus,Least Concern,35296969.27,8205061.356,0.232458,23.245796
62120280,Y,Common Gallinule,Gallinula galeata,Gallinula_galeata,Least Concern,14684481.66,254653.3847,0.017342,1.734167
62169677,Y,American Coot,Fulica americana,Fulica_americana,Least Concern,13778068.25,3256657.387,0.236365,23.636531
65134524,Y,Tube-snout ,Aulorhynchus flavidus,Aulorhynchus_flavidus,Least Concern,613010.6895,155060.5887,0.252949,25.294924
70207409,Y,Least Weasel,Mustela nivalis,Mustela_nivalis,Least Concern,43166095.35,7734043.531,0.179169,17.91694
91209505,Y,Spiny Dogfish,Squalus acanthias,Squalus_acanthias,Vulnerable,5974926.597,545349.9184,0.091273,9.127307
98471199,Y,Pacific Herring,Clupea pallasii,Clupea_pallasii,Data Deficient,5454696.184,325762.7675,0.059722,5.972152
103772680,Y,Spotted Towhee,Pipilo maculatus,Pipilo_maculatus,Least Concern,5329568.296,570104.4391,0.10697,10.69701
103779110,Y,Red Fox-sparrow,Passerella iliaca,Passerella_iliaca,Least Concern,12312796.16,6486275.885,0.526791,52.679146
103780243,Y,Savannah Sparrow,Passerculus sandwichensis,Passerculus_sandwichensis,Least Concern,19177791.49,8005443.251,0.417433,41.743301
103793298,Y,Orchard Oriole,Icterus spurius,Icterus_spurius,Least Concern,6755940.64,71322.02627,0.010557,1.055694
103798425,Y,Myrtle Warbler,Setophaga coronata,Setophaga_coronata,Least Concern,15842676.19,6191584.14,0.390817,39.081681
103815961,Y,Collared Sand Martin,Riparia riparia,Riparia_riparia,Least Concern,71790972.36,5413365.068,0.075405,7.540454
103881682,Y,Russet-backed Thrush,Catharus ustulatus,Catharus_ustulatus,Least Concern,11036540.92,853303.7748,0.077316,7.731623
103884879,Y,Pacific Wren,Troglodytes pacificus,Troglodytes_pacificus,Least Concern,2759537.534,986214.7435,0.357384,35.738407
103886826,Y,House Wren,Troglodytes aedon,Troglodytes_aedon,Least Concern,28995147.96,1219706.062,0.042066,4.206587
103887005,Y,Sedge Wren,Cistothorus platensis,Cistothorus_platensis,Least Concern,4774566.239,657380.7301,0.137684,13.768386
103887192,Y,Carolina Wren,Thryothorus ludovicianus,Thryothorus_ludovicianus,Least Concern,3039957.211,34880.04513,0.011474,1.147386
103889499,Y,American Robin,Turdus migratorius,Turdus_migratorius,Least Concern,17922514.97,7475997.75,0.417129,41.712883
129511170,Y,Northern Lampfish,Stenobrachius leucopsarus,Stenobrachius_leucopsarus,Least Concern,22123192.16,442022.228,0.01998,1.998004
129511181,Y,Garnet Lanternfish,Stenobrachius nannochir,Stenobrachius_nannochir,Least Concern,15159758.88,442022.228,0.029158,2.91576
130286297,Y,California Headlightfish,Diaphus theta,Diaphus_theta,Least Concern,19526092.91,442022.228,0.022638,2.263752
132438298,Y,Leach's Storm-petrel,Hydrobates leucorhous,Hydrobates_leucorhous,Vulnerable,109971076.1,2059954.65,0.018732,1.873179
134817215,Y,Common Dolphin,Delphinus delphis,Delphinus_delphis,Least Concern,88876144.57,1437995.115,0.01618,1.617976
137473074,Y,Pacific Viperfish,Chauliodus macouni,Chauliodus_macouni,Least Concern,30240566.05,442022.2271,0.014617,1.461686
141375385,Y,Longfin Dragonfish,Tactostoma macropus,Tactostoma_macropus,Least Concern,20278299.14,442022.2271,0.021798,2.17978
141481252,Y,Kelp Perch,Brachyistius frenatus,Brachyistius_frenatus,Data Deficient,533082.7496,155060.5887,0.290875,29.087527
141481460,Y,Striped Surfperch,Embiotoca lateralis,Embiotoca_lateralis,Least Concern,405898.6152,155049.3078,0.38199,38.199024
154632189,Y,Vaux's Swift,Chaetura vauxi,Chaetura_vauxi,Least Concern,3704775.55,543041.3115,0.146579,14.657873
155115462,Y,Red-eyed Vireo,Vireo olivaceus,Vireo_olivaceus,Least Concern,21659907.59,3362298.309,0.155231,15.523142
155660662,Y,Eastern Screech-owl,Megascops asio,Megascops_asio,Least Concern,4938942.074,185252.6528,0.037509,3.750857
158882453,Y,Kelp Greenling,Hexagrammos decagrammus,Hexagrammos_decagrammus,Least Concern,1535904.901,155049.3078,0.10095,10.094981
158882686,Y,Painted Greenling,Oxylebius pictus,Oxylebius_pictus,Least Concern,590204.4306,155060.5887,0.262724,26.272353
159099689,Y,Wolf-Eel,Anarrhichthys ocellatus,Anarrhichthys_ocellatus,Least Concern,1017338.56,155060.5888,0.152418,15.241788
181500967,Y,Great Blue Heron,Ardea herodias,Ardea_herodias,Least Concern,14906645.45,3849422.29,0.258235,25.823532
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
